"node","eqn"
"SPO13","((((1 - 1 * fAct(UME6, 0.534381271572784, 1.59891918795882)) + 1 * fAct(IME1, 0.497074935073033, 1.69700225315522) - (1 - 1 * fAct(UME6, 0.534381271572784, 1.59891918795882)) * 1 * fAct(IME1, 0.497074935073033, 1.69700225315522))) * 1 - 1 * SPO13) / 1"
"SPS1","((1 * fAct(IME1, 0.463635945226997, 1.49302370801335)) * 1 - 1 * SPS1) / 1"
"SPS2","((1 * fAct(IME1, 0.56599175427109, 1.52789393714163)) * 1 - 1 * SPS2) / 1"
"SPS4","((1 * fAct(IME1, 0.540967396227643, 1.48412660647416)) * 1 - 1 * SPS4) / 1"
"ACC1","(((1 * fAct(INO2, 0.58981115790084, 1.41519023192581) * 1 * fAct(INO4, 0.421356259286404, 1.4767553323647))) * 1 - 1 * ACC1) / 1"
"ADK1","((1 * fAct(INO2, 0.521182568883523, 1.4133910332201)) * 1 - 1 * ADK1) / 1"
"PMA1","(((1 * fAct(RAP1, 0.417747579794377, 1.3970037820586) * (1 * fAct(INO2, 0.526717567164451, 1.41932043851586) * 1 * fAct(MCM1, 0.419269420718774, 1.67227920370176)))) * 1 - 1 * PMA1) / 1"
"CDS1","((1 * fAct(INO2_INO4, 0.497922166017815, 1.55734307377599)) * 1 - 1 * CDS1) / 1"
"CHO1","(((1 * fAct(UME6, 0.479688331345096, 1.4473745834874) * 1 * fAct(INO2_INO4, 0.560874592093751, 1.49292403296102))) * 1 - 1 * CHO1) / 1"
"CHO2","(((1 * fAct(UME6, 0.521747217560187, 1.58252834308892) * 1 * fAct(INO2_INO4, 0.510921343788505, 1.57494890232803))) * 1 - 1 * CHO2) / 1"
"CKI1","((1 * fAct(INO2_INO4, 0.41103608654812, 1.4463017718005)) * 1 - 1 * CKI1) / 1"
"EPT1","((1 * fAct(INO2_INO4, 0.535123104555532, 1.67980731121264)) * 1 - 1 * EPT1) / 1"
"FAS1","(((1 * fAct(INO2_INO4, 0.45951002961956, 1.52178441313095) * 1 * fAct(REB1, 0.506716668698937, 1.58811063592322))) * 1 - 1 * FAS1) / 1"
"FAS2","(((1 * fAct(INO2_INO4, 0.457536624697968, 1.61177660816815) * 1 * fAct(REB1, 0.431752490019426, 1.40555414725095))) * 1 - 1 * FAS2) / 1"
"HNM1","((1 * fAct(INO2_INO4, 0.583699727058411, 1.40978494388284)) * 1 - 1 * HNM1) / 1"
"ITR1","((1 * fAct(INO2_INO4, 0.423251945525408, 1.75929415195249)) * 1 - 1 * ITR1) / 1"
"OPI3","(((1 * fAct(UME6, 0.555280776508152, 1.55833660174161) * 1 * fAct(INO2_INO4, 0.417925903201103, 1.6076971108024))) * 1 - 1 * OPI3) / 1"
"PGS1","((1 * fAct(INO2_INO4, 0.540327547164634, 1.39769279235275)) * 1 - 1 * PGS1) / 1"
"PSD1","((1 * fAct(INO2_INO4, 0.576146411523223, 1.64573253930779)) * 1 - 1 * PSD1) / 1"
"COX5B","((((1 - 1 * fAct(ROX1, 0.467284906934947, 1.6605625709286)) + (1 - 1 * fAct(IXR1, 0.506193359429017, 1.55002462429693)) - (1 - 1 * fAct(ROX1, 0.467284906934947, 1.6605625709286)) * (1 - 1 * fAct(IXR1, 0.506193359429017, 1.55002462429693)))) * 1 - 1 * COX5B) / 1"
"LEU1","((1 * fAct(LEU3, 0.484748215274885, 1.61132532150252)) * 1 - 1 * LEU1) / 1"
"LEU2","(((1 * fAct(SPT16, 0.492943940451369, 1.57113095927052) * 1 * fAct(LEU3, 0.502454583533108, 1.68832112846896))) * 1 - 1 * LEU2) / 1"
"FRE7","((1 * fAct(MAC1, 0.503058334626257, 1.51274766233284)) * 1 - 1 * FRE7) / 1"
"YJL217W","((1 * fAct(MAC1, 0.504754981398582, 1.60052420555847)) * 1 - 1 * YJL217W) / 1"
"RNR1","(((1 - 1 * fAct(TUP1, 0.515034916251898, 1.72360892253229))) * 1 - 1 * RNR1) / 1"
"CAR1","((((1 - 1 * fAct(UME6, 0.58424058011733, 1.72161538826535)) + ((1 * fAct(MCM1, 0.469484699051827, 1.62280210760422) * 1 * fAct(RAP1, 0.595485666114837, 1.50090354102198)) * 1 * fAct(ARG80_ARG81, 0.576810648897663, 1.67481833222555)) - (1 - 1 * fAct(UME6, 0.58424058011733, 1.72161538826535)) * ((1 * fAct(MCM1, 0.469484699051827, 1.62280210760422) * 1 * fAct(RAP1, 0.595485666114837, 1.50090354102198)) * 1 * fAct(ARG80_ARG81, 0.576810648897663, 1.67481833222555)))) * 1 - 1 * CAR1) / 1"
"CAR2","((((((1 - 1 * fAct(MCM1, 0.457562227733433, 1.52302151044365)) + (1 - 1 * fAct(UME6, 0.455593281658366, 1.789287842419)) - (1 - 1 * fAct(MCM1, 0.457562227733433, 1.52302151044365)) * (1 - 1 * fAct(UME6, 0.455593281658366, 1.789287842419))) + (1 - 1 * fAct(ARG80_ARG81, 0.546482976898551, 1.68856180908391)) - ((1 - 1 * fAct(MCM1, 0.457562227733433, 1.52302151044365)) + (1 - 1 * fAct(UME6, 0.455593281658366, 1.789287842419)) - (1 - 1 * fAct(MCM1, 0.457562227733433, 1.52302151044365)) * (1 - 1 * fAct(UME6, 0.455593281658366, 1.789287842419))) * (1 - 1 * fAct(ARG80_ARG81, 0.546482976898551, 1.68856180908391))) + (1 - 1 * fAct(DAL81_DAL82, 0.441914294147864, 1.52465222364059)) - (((1 - 1 * fAct(MCM1, 0.457562227733433, 1.52302151044365)) + (1 - 1 * fAct(UME6, 0.455593281658366, 1.789287842419)) - (1 - 1 * fAct(MCM1, 0.457562227733433, 1.52302151044365)) * (1 - 1 * fAct(UME6, 0.455593281658366, 1.789287842419))) + (1 - 1 * fAct(ARG80_ARG81, 0.546482976898551, 1.68856180908391)) - ((1 - 1 * fAct(MCM1, 0.457562227733433, 1.52302151044365)) + (1 - 1 * fAct(UME6, 0.455593281658366, 1.789287842419)) - (1 - 1 * fAct(MCM1, 0.457562227733433, 1.52302151044365)) * (1 - 1 * fAct(UME6, 0.455593281658366, 1.789287842419))) * (1 - 1 * fAct(ARG80_ARG81, 0.546482976898551, 1.68856180908391))) * (1 - 1 * fAct(DAL81_DAL82, 0.441914294147864, 1.52465222364059)))) * 1 - 1 * CAR2) / 1"
"CDC5","((1 * fAct(MCM1, 0.4211617232766, 1.73238053533714)) * 1 - 1 * CDC5) / 1"
"CLB1","((1 * fAct(MCM1, 0.427822455437854, 1.72391590089072)) * 1 - 1 * CLB1) / 1"
"STE2","(((1 * fAct(MCM1, 0.451063018664718, 1.54832962862449) * (1 - 1 * fAct(TUP1, 0.451915468089283, 1.39695918001933)))) * 1 - 1 * STE2) / 1"
"MET2","((1 * fAct(MET4, 0.527690545190126, 1.70179439055035)) * 1 - 1 * MET2) / 1"
"MET3","((1 * fAct(MET4, 0.474161074077711, 1.64423387527699)) * 1 - 1 * MET3) / 1"
"MET6","((1 * fAct(MET4, 0.447977079311386, 1.41988191158744)) * 1 - 1 * MET6) / 1"
"HXT2","(((((1 - 1 * fAct(RGT1, 0.571337316418067, 1.77300168132177)) + (1 - 1 * fAct(HDA1_TUP1, 0.410440937662497, 1.55080669718562)) - (1 - 1 * fAct(RGT1, 0.571337316418067, 1.77300168132177)) * (1 - 1 * fAct(HDA1_TUP1, 0.410440937662497, 1.55080669718562))) + (1 - 1 * fAct(SSN6_TUP1, 0.454915853170678, 1.54127942227991)) - ((1 - 1 * fAct(RGT1, 0.571337316418067, 1.77300168132177)) + (1 - 1 * fAct(HDA1_TUP1, 0.410440937662497, 1.55080669718562)) - (1 - 1 * fAct(RGT1, 0.571337316418067, 1.77300168132177)) * (1 - 1 * fAct(HDA1_TUP1, 0.410440937662497, 1.55080669718562))) * (1 - 1 * fAct(SSN6_TUP1, 0.454915853170678, 1.54127942227991)))) * 1 - 1 * HXT2) / 1"
"HXT4","(((((1 - 1 * fAct(RGT1, 0.485797562496737, 1.47771298205014)) + (1 - 1 * fAct(HDA1_TUP1, 0.584147982951254, 1.43109223928535)) - (1 - 1 * fAct(RGT1, 0.485797562496737, 1.47771298205014)) * (1 - 1 * fAct(HDA1_TUP1, 0.584147982951254, 1.43109223928535))) + (1 - 1 * fAct(SSN6_TUP1, 0.422582418797538, 1.76678299319232)) - ((1 - 1 * fAct(RGT1, 0.485797562496737, 1.47771298205014)) + (1 - 1 * fAct(HDA1_TUP1, 0.584147982951254, 1.43109223928535)) - (1 - 1 * fAct(RGT1, 0.485797562496737, 1.47771298205014)) * (1 - 1 * fAct(HDA1_TUP1, 0.584147982951254, 1.43109223928535))) * (1 - 1 * fAct(SSN6_TUP1, 0.422582418797538, 1.76678299319232)))) * 1 - 1 * HXT4) / 1"
"SUC2","((((1 * fAct(SNF2, 0.538083607517183, 1.66776296919677) * 1 * fAct(SNF6, 0.57126585082151, 1.51324956323951)) + (((1 - 1 * fAct(SKO1, 0.497120492300019, 1.5870116223162)) + (1 - 1 * fAct(HDA1_TUP1, 0.417577514145523, 1.67848677353933)) - (1 - 1 * fAct(SKO1, 0.497120492300019, 1.5870116223162)) * (1 - 1 * fAct(HDA1_TUP1, 0.417577514145523, 1.67848677353933))) + (1 - 1 * fAct(SSN6_TUP1, 0.419225399615243, 1.66479559771018)) - ((1 - 1 * fAct(SKO1, 0.497120492300019, 1.5870116223162)) + (1 - 1 * fAct(HDA1_TUP1, 0.417577514145523, 1.67848677353933)) - (1 - 1 * fAct(SKO1, 0.497120492300019, 1.5870116223162)) * (1 - 1 * fAct(HDA1_TUP1, 0.417577514145523, 1.67848677353933))) * (1 - 1 * fAct(SSN6_TUP1, 0.419225399615243, 1.66479559771018))) - (1 * fAct(SNF2, 0.538083607517183, 1.66776296919677) * 1 * fAct(SNF6, 0.57126585082151, 1.51324956323951)) * (((1 - 1 * fAct(SKO1, 0.497120492300019, 1.5870116223162)) + (1 - 1 * fAct(HDA1_TUP1, 0.417577514145523, 1.67848677353933)) - (1 - 1 * fAct(SKO1, 0.497120492300019, 1.5870116223162)) * (1 - 1 * fAct(HDA1_TUP1, 0.417577514145523, 1.67848677353933))) + (1 - 1 * fAct(SSN6_TUP1, 0.419225399615243, 1.66479559771018)) - ((1 - 1 * fAct(SKO1, 0.497120492300019, 1.5870116223162)) + (1 - 1 * fAct(HDA1_TUP1, 0.417577514145523, 1.67848677353933)) - (1 - 1 * fAct(SKO1, 0.497120492300019, 1.5870116223162)) * (1 - 1 * fAct(HDA1_TUP1, 0.417577514145523, 1.67848677353933))) * (1 - 1 * fAct(SSN6_TUP1, 0.419225399615243, 1.66479559771018))))) * 1 - 1 * SUC2) / 1"
"AAC3","((((1 - 1 * fAct(RAP1, 0.495978325931355, 1.5208103977819)) + ((1 - 1 * fAct(MOT3, 0.464196047699079, 1.47026270773727)) + (1 - 1 * fAct(ROX1, 0.599308411590755, 1.58586182769854)) - (1 - 1 * fAct(MOT3, 0.464196047699079, 1.47026270773727)) * (1 - 1 * fAct(ROX1, 0.599308411590755, 1.58586182769854))) - (1 - 1 * fAct(RAP1, 0.495978325931355, 1.5208103977819)) * ((1 - 1 * fAct(MOT3, 0.464196047699079, 1.47026270773727)) + (1 - 1 * fAct(ROX1, 0.599308411590755, 1.58586182769854)) - (1 - 1 * fAct(MOT3, 0.464196047699079, 1.47026270773727)) * (1 - 1 * fAct(ROX1, 0.599308411590755, 1.58586182769854))))) * 1 - 1 * AAC3) / 1"
"ANB1","((((1 - 1 * fAct(TUP1, 0.416878776345402, 1.55888962025288)) + ((1 - 1 * fAct(MOT3, 0.507452291157097, 1.70726365359034)) + (1 - 1 * fAct(ROX1, 0.54839669787325, 1.49133781918325)) - (1 - 1 * fAct(MOT3, 0.507452291157097, 1.70726365359034)) * (1 - 1 * fAct(ROX1, 0.54839669787325, 1.49133781918325))) - (1 - 1 * fAct(TUP1, 0.416878776345402, 1.55888962025288)) * ((1 - 1 * fAct(MOT3, 0.507452291157097, 1.70726365359034)) + (1 - 1 * fAct(ROX1, 0.54839669787325, 1.49133781918325)) - (1 - 1 * fAct(MOT3, 0.507452291157097, 1.70726365359034)) * (1 - 1 * fAct(ROX1, 0.54839669787325, 1.49133781918325))))) * 1 - 1 * ANB1) / 1"
"CPH1","((1 * fAct(ROX1, 0.560676819458604, 1.62838155189529)) * 1 - 1 * CPH1) / 1"
"HXT1","((((1 * fAct(SNF2_SWI1, 0.513700669398531, 1.43352655526018) * 1 * fAct(MTH1, 0.514266828726977, 1.42408329853788)) * ((1 - 1 * fAct(RGT1, 0.418242470826954, 1.61709235200658)) + (1 - 1 * fAct(SSN6, 0.506503054825589, 1.44723372846609)) - (1 - 1 * fAct(RGT1, 0.418242470826954, 1.61709235200658)) * (1 - 1 * fAct(SSN6, 0.506503054825589, 1.44723372846609))))) * 1 - 1 * HXT1) / 1"
"HXT3","((((1 * fAct(SNF2_SWI1, 0.466454442916438, 1.60985092727002) * 1 * fAct(MTH1, 0.418417879706249, 1.61169254750479)) * ((1 - 1 * fAct(RGT1, 0.420621483167633, 1.45745593556203)) + (1 - 1 * fAct(SSN6, 0.431135028693825, 1.67787653128849)) - (1 - 1 * fAct(RGT1, 0.420621483167633, 1.45745593556203)) * (1 - 1 * fAct(SSN6, 0.431135028693825, 1.67787653128849))))) * 1 - 1 * HXT3) / 1"
"POX1","(((1 - 1 * fAct(UME6, 0.526812434894964, 1.60760328824632))) * 1 - 1 * POX1) / 1"
"FLO1","((((1 - 1 * fAct(PHO2, 0.583596106059849, 1.66764885764336)) + (1 - 1 * fAct(SSN6_TUP1, 0.431780500896275, 1.51404877244495)) - (1 - 1 * fAct(PHO2, 0.583596106059849, 1.66764885764336)) * (1 - 1 * fAct(SSN6_TUP1, 0.431780500896275, 1.51404877244495)))) * 1 - 1 * FLO1) / 1"
"FLO10","(((1 - 1 * fAct(PHO2, 0.588841969612986, 1.452938928972))) * 1 - 1 * FLO10) / 1"
"PHO11","(((1 * fAct(SNF2_SWI1, 0.521464993292466, 1.7180432175938) * (1 * fAct(PHO2, 0.481547116907313, 1.55861980411923) * 1 * fAct(PHO4, 0.490978655777872, 1.68362128215609)))) * 1 - 1 * PHO11) / 1"
"PHO12","(((1 * fAct(SNF2_SWI1, 0.538109869556502, 1.56897527597612) * (1 * fAct(PHO2, 0.595778720639646, 1.42959065769333) * 1 * fAct(PHO4, 0.571326023153961, 1.55724381626816)))) * 1 - 1 * PHO12) / 1"
"PHO8","(((1 * fAct(PHO2, 0.482211508601904, 1.65073146967683) * 1 * fAct(PHO4, 0.506420313939452, 1.4861120122741))) * 1 - 1 * PHO8) / 1"
"PHO81","(((1 * fAct(PHO2, 0.40038279555738, 1.63201245334232) * 1 * fAct(PHO4, 0.599358156090602, 1.43436520113377))) * 1 - 1 * PHO81) / 1"
"PHO84","(((1 * fAct(SNF2_SWI1, 0.494903512392193, 1.42044742855942) * 1 * fAct(PHO4, 0.503652270510793, 1.61458254744066))) * 1 - 1 * PHO84) / 1"
"SPL2","((1 * fAct(PHO4, 0.543707725824788, 1.70833601346239)) * 1 - 1 * SPL2) / 1"
"ENO1","((((1 * fAct(RAP1, 0.5205723174382, 1.66869182434864) * 1 * fAct(GCR1_GCR2, 0.591850267490372, 1.76489288987359)) * (1 - 1 * fAct(REB1, 0.587386815669015, 1.5713380551408)))) * 1 - 1 * ENO1) / 1"
"ENO2","(((1 * fAct(RAP1, 0.587683429848403, 1.48881787326885) * 1 * fAct(GCR1_GCR2, 0.401413890067488, 1.61161662943661))) * 1 - 1 * ENO2) / 1"
"GPD1","((1 * fAct(RAP1, 0.402706736233085, 1.75151582760271)) * 1 - 1 * GPD1) / 1"
"RPL19A","(((1 - 1 * fAct(RAP1, 0.591199748730287, 1.68918542354601))) * 1 - 1 * RPL19A) / 1"
"RPL19B","(((1 - 1 * fAct(RAP1, 0.400890872068703, 1.47903671812965))) * 1 - 1 * RPL19B) / 1"
"RPP2B","(((1 - 1 * fAct(RAP1, 0.445421121595427, 1.54505254641175))) * 1 - 1 * RPP2B) / 1"
"RPS13","((1 * fAct(RAP1, 0.534574093297124, 1.57795124216471)) * 1 - 1 * RPS13) / 1"
"RPS6A","((1 * fAct(RAP1, 0.449740320676938, 1.41223064343445)) * 1 - 1 * RPS6A) / 1"
"ACT1","(((1 * fAct(SPT16, 0.545518926205114, 1.66378493600525) * (1 * fAct(REB1, 0.468689054204151, 1.69065294834087) * 1 * fAct(SRB7, 0.446452174754813, 1.7268032284081)))) * 1 - 1 * ACT1) / 1"
"TPI1","(((1 * fAct(REB1, 0.552810057811439, 1.7177110023261) * 1 * fAct(GCR1_GCR2, 0.547771229734644, 1.75576021123212))) * 1 - 1 * TPI1) / 1"
"HUG1","((((1 - 1 * fAct(SSN6_TUP1, 0.416588440584019, 1.63828606862109)) + (1 - 1 * fAct(RFX1, 0.589313102466986, 1.46954396500951)) - (1 - 1 * fAct(SSN6_TUP1, 0.416588440584019, 1.63828606862109)) * (1 - 1 * fAct(RFX1, 0.589313102466986, 1.46954396500951)))) * 1 - 1 * HUG1) / 1"
"PYC1","((1 * fAct(RGT1, 0.510986377252266, 1.39822137763724)) * 1 - 1 * PYC1) / 1"
"DIT2","((((1 - 1 * fAct(SSN6_TUP1, 0.528637272678316, 1.6518190141744)) + 1 * fAct(RIM101, 0.40684936218895, 1.56214443132514) - (1 - 1 * fAct(SSN6_TUP1, 0.528637272678316, 1.6518190141744)) * 1 * fAct(RIM101, 0.40684936218895, 1.56214443132514))) * 1 - 1 * DIT2) / 1"
"CLN2","(((1 * fAct(SPT16, 0.512327070813626, 1.43111303069163) * (1 * fAct(RME1, 0.55740387509577, 1.69479477763642) * 1 * fAct(SWI4_SWI6, 0.50796341272071, 1.39295693230117)))) * 1 - 1 * CLN2) / 1"
"GEF1","(((1 - 1 * fAct(ROX1, 0.478775068884715, 1.65762658382067))) * 1 - 1 * GEF1) / 1"
"OLE1","(((1 - 1 * fAct(ROX1, 0.572261127457023, 1.55143647047691))) * 1 - 1 * OLE1) / 1"
"CIT1","(((1 * fAct(RTG1_RTG3, 0.592582454439253, 1.45529719752958) * 1 * fAct(RTG2, 0.432251003431156, 1.62677838852163))) * 1 - 1 * CIT1) / 1"
"CIT2","(((1 * fAct(RTG1_RTG3, 0.517855055211112, 1.61774649838451) * 1 * fAct(RTG2, 0.416407790547237, 1.64387802951038))) * 1 - 1 * CIT2) / 1"
"IDH2","(((1 * fAct(RTG1_RTG3, 0.554787836642936, 1.69340404504212) * 1 * fAct(RTG2, 0.55487044933252, 1.70076376069104))) * 1 - 1 * IDH2) / 1"
"BAR1","(((1 * fAct(SIN3, 0.442064292216673, 1.47312114888802) * ((1 - 1 * fAct(TUP1, 0.563159565394744, 1.73157451702515)) + (1 - 1 * fAct(UME6, 0.573142455378547, 1.66708280189196)) - (1 - 1 * fAct(TUP1, 0.563159565394744, 1.73157451702515)) * (1 - 1 * fAct(UME6, 0.573142455378547, 1.66708280189196))))) * 1 - 1 * BAR1) / 1"
"CYS3","(((1 - 1 * fAct(XBP1, 0.544701944850385, 1.72984795512166))) * 1 - 1 * CYS3) / 1"
"CLN1","((((1 * fAct(SPT16, 0.428135830257088, 1.77354290272109) * 1 * fAct(SWI4_SWI6, 0.506085567222908, 1.74587885266636)) * (1 - 1 * fAct(XBP1, 0.590242835041136, 1.51913825231371)))) * 1 - 1 * CLN1) / 1"
"CLN3","(((1 * fAct(SPT16, 0.450520672183484, 1.53912685300456) * (1 - 1 * fAct(XBP1, 0.531322725722566, 1.39876296045026)))) * 1 - 1 * CLN3) / 1"
"HTA1","(((1 * fAct(SPT16, 0.404200788354501, 1.7755337487231) * (((1 * fAct(SPT21, 0.544329778011888, 1.71071014269721) * 1 * fAct(SPT4, 0.555538491578773, 1.74272278390126)) * 1 * fAct(SPT5, 0.536841600574553, 1.78509290697984)) * 1 * fAct(SPT6, 0.543976265890524, 1.47186009068741)))) * 1 - 1 * HTA1) / 1"
"HTB1","(((1 * fAct(SPT16, 0.551331530045718, 1.5845684665977) * ((1 * fAct(SPT4, 0.507021245406941, 1.53851606806042) * 1 * fAct(SPT5, 0.460530823143199, 1.79046115937876)) * 1 * fAct(SPT6, 0.471049609780312, 1.61360864301678)))) * 1 - 1 * HTB1) / 1"
"SAN1","((1 * fAct(SPT16, 0.516795268887654, 1.39639055236941)) * 1 - 1 * SAN1) / 1"
"SWI6","((1 * fAct(SPT16, 0.462684004055336, 1.77915092427749)) * 1 - 1 * SWI6) / 1"
"HHF1","((1 * fAct(SPT21, 0.409116141637787, 1.72219443104463)) * 1 - 1 * HHF1) / 1"
"HHF2","((1 * fAct(SPT21, 0.545066478755325, 1.75874338001013)) * 1 - 1 * HHF2) / 1"
"HTB2","((1 * fAct(SPT21, 0.533540110709146, 1.57091380309779)) * 1 - 1 * HTB2) / 1"
"TDH1","((1 * fAct(SRB7, 0.480259815650061, 1.57114240279654)) * 1 - 1 * TDH1) / 1"
"ICL1","((1 * fAct(SSN6, 0.568712752638385, 1.6113679243112)) * 1 - 1 * ICL1) / 1"
"PCL2","((1 * fAct(SWI5, 0.57851895140484, 1.73546993520809)) * 1 - 1 * PCL2) / 1"
"PGM1","((1 * fAct(GCR1_GCR2, 0.400339819630608, 1.61629187842598)) * 1 - 1 * PGM1) / 1"
"SST2","(((1 - 1 * fAct(TUP1, 0.416582043142989, 1.54336611670209))) * 1 - 1 * SST2) / 1"
"SMK1","(((1 - 1 * fAct(SUM1, 0.435363417258486, 1.47147266303422))) * 1 - 1 * SMK1) / 1"
"CDC10","((1 * fAct(SWI4, 0.506602684920654, 1.72901295145042)) * 1 - 1 * CDC10) / 1"
"CDC11","((1 * fAct(SWI4, 0.598442623578012, 1.43340183211956)) * 1 - 1 * CDC11) / 1"
"PCL1","((1 * fAct(SWI4, 0.408270919183269, 1.56687124419725)) * 1 - 1 * PCL1) / 1"
"PCL9","((1 * fAct(SWI5, 0.440511385537684, 1.50207700031344)) * 1 - 1 * PCL9) / 1"
"SIC1","((1 * fAct(SWI5, 0.555009915539995, 1.73229042180581)) * 1 - 1 * SIC1) / 1"
"PET18","((1 * fAct(THI2, 0.575305364048109, 1.70821544085164)) * 1 - 1 * PET18) / 1"
"THI20","((1 * fAct(THI2, 0.583071410749108, 1.63595583005343)) * 1 - 1 * THI20) / 1"
"THI21","((1 * fAct(THI2, 0.53121237391606, 1.52090375945438)) * 1 - 1 * THI21) / 1"
"THI22","((1 * fAct(THI2, 0.576835149852559, 1.78075236477889)) * 1 - 1 * THI22) / 1"
"THI6","((1 * fAct(THI2, 0.476054970221594, 1.78545137266163)) * 1 - 1 * THI6) / 1"
"THI80","((1 * fAct(THI2, 0.592329398589209, 1.72674692786764)) * 1 - 1 * THI80) / 1"
"YLR004C","((1 * fAct(THI2, 0.525351989455521, 1.53628122972557)) * 1 - 1 * YLR004C) / 1"
"MFALPHA2","((((1 - 1 * fAct(TUP1, 0.416503478540108, 1.70063084044727)) + 1 * fAct(SNF2_SWI1, 0.524873854825273, 1.77807420519879) - (1 - 1 * fAct(TUP1, 0.416503478540108, 1.70063084044727)) * 1 * fAct(SNF2_SWI1, 0.524873854825273, 1.77807420519879))) * 1 - 1 * MFALPHA2) / 1"
"PAU3","(((1 - 1 * fAct(TUP1, 0.583177244383842, 1.48811714108568))) * 1 - 1 * PAU3) / 1"
"PAU4","(((1 - 1 * fAct(TUP1, 0.585196789028123, 1.59080245581456))) * 1 - 1 * PAU4) / 1"
"PAU5","(((1 - 1 * fAct(TUP1, 0.528419246152043, 1.43939089740394))) * 1 - 1 * PAU5) / 1"
"RNR3","(((1 - 1 * fAct(TUP1, 0.421176185877994, 1.45063253206201))) * 1 - 1 * RNR3) / 1"
"STE4","(((1 - 1 * fAct(TUP1, 0.419628498889506, 1.3908026228752))) * 1 - 1 * STE4) / 1"
"STE5","(((1 - 1 * fAct(TUP1, 0.586812229594216, 1.74870167700341))) * 1 - 1 * STE5) / 1"
"DMC1","(((1 - 1 * fAct(UME6, 0.47564684310928, 1.59631901765475))) * 1 - 1 * DMC1) / 1"
"MEI4","(((1 - 1 * fAct(UME6, 0.433941203355789, 1.45917487513041))) * 1 - 1 * MEI4) / 1"
"MEK1","(((1 - 1 * fAct(UME6, 0.499859692761675, 1.4673421065812))) * 1 - 1 * MEK1) / 1"
"REC102","(((1 - 1 * fAct(UME6, 0.509092641761526, 1.42947691538138))) * 1 - 1 * REC102) / 1"
"RED1","(((1 - 1 * fAct(UME6, 0.446369951218367, 1.72185249512317))) * 1 - 1 * RED1) / 1"
"SKI8","(((1 - 1 * fAct(UME6, 0.467947011208162, 1.53425741823157))) * 1 - 1 * SKI8) / 1"
"SLZ1","((1 * fAct(UME6, 0.455176640208811, 1.39487417486729)) * 1 - 1 * SLZ1) / 1"
"SPO16","(((1 - 1 * fAct(UME6, 0.462722232332453, 1.67290614849655))) * 1 - 1 * SPO16) / 1"
"TOP1","(((1 - 1 * fAct(UME6, 0.408734304225072, 1.53836622848175))) * 1 - 1 * TOP1) / 1"
"ZIP1","(((1 - 1 * fAct(UME6, 0.583008253248408, 1.56690910757985))) * 1 - 1 * ZIP1) / 1"
"SMF2","(((1 - 1 * fAct(XBP1, 0.45719079929404, 1.58323153758189))) * 1 - 1 * SMF2) / 1"
"FBA1","((1 * fAct(GCR1_GCR2, 0.552838970441371, 1.66595179028576)) * 1 - 1 * FBA1) / 1"
"PGI1","((1 * fAct(GCR1_GCR2, 0.439543963549659, 1.67624133784091)) * 1 - 1 * PGI1) / 1"
"HXT6","((1 * fAct(SNF2_SWI1, 0.512637908570468, 1.4385148116108)) * 1 - 1 * HXT6) / 1"
"HXT7","((1 * fAct(SNF2_SWI1, 0.409025938762352, 1.72280402091797)) * 1 - 1 * HXT7) / 1"
"ODC2","(((1 - 1 * fAct(SNF2_SWI1, 0.423965314775705, 1.64031915229512))) * 1 - 1 * ODC2) / 1"
"SAG1","((1 * fAct(SNF2_SWI1, 0.517984615731984, 1.66308406912722)) * 1 - 1 * SAG1) / 1"
"SER3","(((1 - 1 * fAct(SNF2_SWI1, 0.43658806309104, 1.6404882347188))) * 1 - 1 * SER3) / 1"
"FLO5","(((1 - 1 * fAct(SSN6_TUP1, 0.48437063600868, 1.54012682541739))) * 1 - 1 * FLO5) / 1"
"MAK10","(((1 - 1 * fAct(SSN6_TUP1, 0.457240608893335, 1.78500846581068))) * 1 - 1 * MAK10) / 1"
